name,gender,slug,quotes_vec,tweet,tweet_link,people_mentioned,date
Elizabeth Warren,woman,elizabeth-warren,lied,Goofy Elizabeth Warren lied when she says I want to abolish the Federal Minimum Wage. See media—asking for increase!,https://twitter.com/realDonaldTrump/status/730493295550468096,1,2016-05-11T20:22:28+0000
Elizabeth Warren,woman,elizabeth-warren,failed Senator,Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump &amp; gets nothing done in Senate?,https://twitter.com/realDonaldTrump/status/730498173492445184,1,2016-05-11T20:41:51+0000
Elizabeth Warren,woman,elizabeth-warren,goofy,Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump &amp; gets nothing done in Senate?,https://twitter.com/realDonaldTrump/status/730498173492445184,1,2016-05-11T20:41:51+0000
Elizabeth Warren,woman,elizabeth-warren,gets nothing done,Isn’t it funny when a failed Senator like goofy Elizabeth Warren can spend a whole day tweeting about Trump &amp; gets nothing done in Senate?,https://twitter.com/realDonaldTrump/status/730498173492445184,1,2016-05-11T20:41:51+0000
Elizabeth Warren,woman,elizabeth-warren,"If it were up to goofy Elizabeth Warren, we’d have no jobs in America","If it were up to goofy Elizabeth Warren, we’d have no jobs in America—she doesn’t have a clue.",https://twitter.com/realDonaldTrump/status/730504511291265024,1,2016-05-11T21:07:02+0000
Elizabeth Warren,woman,elizabeth-warren,she doesn’t have a clue,"If it were up to goofy Elizabeth Warren, we’d have no jobs in America—she doesn’t have a clue.",https://twitter.com/realDonaldTrump/status/730504511291265024,1,2016-05-11T21:07:02+0000
Elizabeth Warren,woman,elizabeth-warren,Goofy,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!",https://twitter.com/realDonaldTrump/status/735344013499326465,1,2016-05-25T05:37:29+0000
Elizabeth Warren,woman,elizabeth-warren,lowlife!,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!",https://twitter.com/realDonaldTrump/status/735344013499326465,1,2016-05-25T05:37:29+0000
Elizabeth Warren,woman,elizabeth-warren,Total hypocrite!,"@elizabethforma Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!",https://twitter.com/realDonaldTrump/status/735444721716199424,1,2016-05-25T12:17:40+0000
Elizabeth Warren,woman,elizabeth-warren,"All talk, no action!","Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk, no action!",https://twitter.com/realDonaldTrump/status/735448311914602496,1,2016-05-25T12:31:56+0000
Elizabeth Warren,woman,elizabeth-warren,Goofy,"Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice.",https://twitter.com/realDonaldTrump/status/741240449906663424,1,2016-06-10T12:07:49+0000
Elizabeth Warren,woman,elizabeth-warren,one of the least productive U.S. Senators,"Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice.",https://twitter.com/realDonaldTrump/status/741240449906663424,1,2016-06-10T12:07:49+0000
Elizabeth Warren,woman,elizabeth-warren,has a nasty mouth,"Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice.",https://twitter.com/realDonaldTrump/status/741240449906663424,1,2016-06-10T12:07:49+0000
Elizabeth Warren,woman,elizabeth-warren,Goofy,"Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be a Native American in order to advance her career. Very racist!",https://twitter.com/realDonaldTrump/status/741774067368402945,1,2016-06-11T23:28:13+0000
Elizabeth Warren,woman,elizabeth-warren,Very racist!,"Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be a Native American in order to advance her career. Very racist!",https://twitter.com/realDonaldTrump/status/741774067368402945,1,2016-06-11T23:28:13+0000
Elizabeth Warren,woman,elizabeth-warren,one of the least productive senators,"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",https://twitter.com/realDonaldTrump/status/747415955400196096,1,2016-06-27T13:07:04+0000
Elizabeth Warren,woman,elizabeth-warren,goofy,"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",https://twitter.com/realDonaldTrump/status/747415955400196096,1,2016-06-27T13:07:04+0000
Elizabeth Warren,woman,elizabeth-warren,Goofy,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",https://twitter.com/realDonaldTrump/status/754530019200884737,1,2016-07-17T04:15:49+0000
Elizabeth Warren,woman,elizabeth-warren,the least productive Senator in the U.S. Senate,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",https://twitter.com/realDonaldTrump/status/754530019200884737,1,2016-07-17T04:15:49+0000
Elizabeth Warren,woman,elizabeth-warren,Goofy,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",https://twitter.com/realDonaldTrump/status/754650547932758016,1,2016-07-17T12:14:46+0000
Elizabeth Warren,woman,elizabeth-warren,Pocahontas,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",https://twitter.com/realDonaldTrump/status/754650547932758016,1,2016-07-17T12:14:46+0000
Elizabeth Warren,woman,elizabeth-warren,Goofy,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",https://twitter.com/realDonaldTrump/status/754652888752910336,1,2016-07-17T12:24:04+0000
Elizabeth Warren,woman,elizabeth-warren,a very weak Senator,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",https://twitter.com/realDonaldTrump/status/754652888752910336,1,2016-07-17T12:24:04+0000
Elizabeth Warren,woman,elizabeth-warren,Pocahontas,"Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!",https://twitter.com/realDonaldTrump/status/756801575193042944,1,2016-07-23T10:42:10+0000
Elizabeth Warren,woman,elizabeth-warren,wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate,"Pocahontas wanted V.P. slot so badly but wasn't chosen because she has done nothing in the Senate. Also, Crooked Hillary hates her!",https://twitter.com/realDonaldTrump/status/756801575193042944,1,2016-07-23T10:42:10+0000
Elizabeth Warren,woman,elizabeth-warren,Pocahontas,"Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!",https://twitter.com/realDonaldTrump/status/757775689525309440,1,2016-07-26T03:12:57+0000
Elizabeth Warren,woman,elizabeth-warren,Pocahontas,Pocahontas bombed last night! Sad to watch.,https://twitter.com/realDonaldTrump/status/757919034755076096,1,2016-07-26T12:42:33+0000
Elizabeth Warren,woman,elizabeth-warren,bombed last night!,Pocahontas bombed last night! Sad to watch.,https://twitter.com/realDonaldTrump/status/757919034755076096,1,2016-07-26T12:42:33+0000
Elizabeth Warren,woman,elizabeth-warren,Sad to watch,Pocahontas bombed last night! Sad to watch.,https://twitter.com/realDonaldTrump/status/757919034755076096,1,2016-07-26T12:42:33+0000
Joe Scarborough,man,joe-scarborough,Not much power or insight!,"Joe Scarborough initially endorsed Jeb Bush and Jeb crashed, then John Kasich and that didn't work. Not much power or insight!",https://twitter.com/realDonaldTrump/status/728646402985869312,1,2016-05-06T18:03:34+0000
Joe Scarborough,man,joe-scarborough,has gone really hostile ever since I said I won't do or watch the show anymore,"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!",https://twitter.com/realDonaldTrump/status/729621735717351424,1,2016-05-09T10:39:12+0000
Joe Scarborough,man,joe-scarborough,clown,"Some day, when things calm down, I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend, @morningmika. Two clowns!",http://twitter.com/realDonaldTrump/status/767685048703279104,1,2016-08-22T11:29:13
Joe Scarborough,man,joe-scarborough,a mess,Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!,https://twitter.com/realDonaldTrump/status/771686352438042624,1,2016-09-02T12:28:58+0000
David Gregory,man,david-gregory,got thrown off of TV by NBC,".@DavidGregory got thrown off of TV by NBC, fired like a dog! Now he is on @CNN being nasty to me. Not nice!",https://twitter.com/realDonaldTrump/status/715013260462960642,1,2016-03-30T03:10:20+0000
David Gregory,man,david-gregory,fired like a dog!,".@DavidGregory got thrown off of TV by NBC, fired like a dog! Now he is on @CNN being nasty to me. Not nice!",https://twitter.com/realDonaldTrump/status/715013260462960642,1,2016-03-30T03:10:20+0000
David Gregory,man,david-gregory,not nice!,".@DavidGregory got thrown off of TV by NBC, fired like a dog! Now he is on @CNN being nasty to me. Not nice!",https://twitter.com/realDonaldTrump/status/715013260462960642,1,2016-03-30T03:10:20+0000
David Brooks,man,david-brooks,is closing in on being the dumbest of them all,"David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue.",https://twitter.com/realDonaldTrump/status/706531140195196932,1,2016-03-06T17:25:25+0000
David Brooks,man,david-brooks,doesn’t have a clue,"David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue.",https://twitter.com/realDonaldTrump/status/706531140195196932,1,2016-03-06T17:25:25+0000
David Brooks,man,david-brooks,one of the dumbest of all pundits,"While I have never met @nytdavidbrooks of the NY Times, I consider him one of the dumbest of all pundits- he has no sense of the real world!",https://twitter.com/realDonaldTrump/status/711042337158340608,1,2016-03-19T04:11:18+0000
David Brooks,man,david-brooks,he has no sense of the real world!,"While I have never met @nytdavidbrooks of the NY Times, I consider him one of the dumbest of all pundits- he has no sense of the real world!",https://twitter.com/realDonaldTrump/status/711042337158340608,1,2016-03-19T04:11:18+0000
David Brooks,man,david-brooks,a clown,"Reading @nytdavidbrooks of the NY Times is a total waste of time, he is a clown with no awareness of the world around him- dummy!",https://twitter.com/realDonaldTrump/status/711046009992798208,1,2016-03-19T04:25:54+0000
David Brooks,man,david-brooks,dummy!,"Reading @nytdavidbrooks of the NY Times is a total waste of time, he is a clown with no awareness of the world around him- dummy!",https://twitter.com/realDonaldTrump/status/711046009992798208,1,2016-03-19T04:25:54+0000
Nikki Haley,woman,nikki-haley,The people of South Carolina are embarrassed by Nikki Haley!,The people of South Carolina are embarrassed by Nikki Haley!,https://twitter.com/realDonaldTrump/status/704751393991737345,1,2016-03-01T19:33:20+0000
Brit Hume,woman,brit-hume,know nothing,"Explain to @brithume and @megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!",https://twitter.com/realDonaldTrump/status/699791469532594177,1,2016-02-17T03:04:22+0000
Brit Hume,woman,brit-hume,a dope!,"A big fat hit job on @oreillyfactor tonight. A total waste of time to watch, boring and biased. @brithume said I would never run, a dope!",https://twitter.com/realDonaldTrump/status/701956476571512832,1,2016-02-23T02:27:20+0000
Mort Zuckerman,man,mort-zuckerman,Dopey,"Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!",https://twitter.com/realDonaldTrump/status/697404309814800385,1,2016-02-10T12:58:39+0000
Mort Zuckerman,man,mort-zuckerman,has a major inferiority complex,"Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!",https://twitter.com/realDonaldTrump/status/697404309814800385,1,2016-02-10T12:58:39+0000
Mort Zuckerman,man,mort-zuckerman,dopey,"Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews",https://twitter.com/realDonaldTrump/status/708390521023008769,1,2016-03-11T20:33:56+0000
Ben Sasse,man,ben-sasse,totally ineffective,The great State of Nebraska can do much better than @BenSasse as your Senator. Saw him on @greta - totally ineffective. Wants paid for pols.,https://twitter.com/realDonaldTrump/status/693239943519453184,1,2016-01-30T01:10:56+0000
