"insult_slugs","quotes_vec","tweet","tweet_link","people_mentioned","date"
"special-interests","Millions of dollars being spent on false TV ads by special interest groups who own Rubio & Cruz","Millions of dollars being spent on false TV ads by special interest groups who own Rubio &amp; Cruz.When you see them think of your puppet POLS","https://twitter.com/realDonaldTrump/status/705230846249324544","1","2016-03-03T03:18:30+0000"
"nikki-haley","The people of South Carolina are embarrassed by Nikki Haley!","The people of South Carolina are embarrassed by Nikki Haley!","https://twitter.com/realDonaldTrump/status/704751393991737345","1","2016-03-01T19:33:20+0000"
"internal-revenue-service","I unfairly get audited by the I.R.S. almost every single year.","I unfairly get audited by the I.R.S. almost every single year. I have rich friends who never get audited. I wonder why?","https://twitter.com/realDonaldTrump/status/703598661419167744","1","2016-02-27T15:12:47+0000"
"wsj-nbc-poll","phony","Amazing that while I lead by big numbers in the new Q and and USA Today polls, the the press only wants to report on the phony WSJ/NBC poll.","https://twitter.com/realDonaldTrump/status/700269643789955074","1","2016-02-18T10:44:28+0000"
"wsj-nbc-poll","phony",".@FoxNews is changing their theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a joke!","https://twitter.com/realDonaldTrump/status/700320270620454912","1","2016-02-18T14:05:38+0000"
"wsj-nbc-poll","a joke!",".@FoxNews is changing their theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a joke!","https://twitter.com/realDonaldTrump/status/700320270620454912","1","2016-02-18T14:05:38+0000"
"wsj-nbc-poll","came out with another one of their phony polls","I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll","https://twitter.com/realDonaldTrump/status/707353658883706880","1","2016-03-08T23:53:48+0000"
"wsj-nbc-poll","totally discredited","I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll","https://twitter.com/realDonaldTrump/status/707353658883706880","1","2016-03-08T23:53:48+0000"
"brit-hume","know nothing","Explain to @brithume and @megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!","https://twitter.com/realDonaldTrump/status/699791469532594177","1","2016-02-17T03:04:22+0000"
"brit-hume","a dope!","A big fat hit job on @oreillyfactor tonight. A total waste of time to watch, boring and biased. @brithume said I would never run, a dope!","https://twitter.com/realDonaldTrump/status/701956476571512832","1","2016-02-23T02:27:20+0000"
"rnc","illegally put out a fundraising notice saying Trump wants you to contribute to the RNC","The RNC, which is probably not on my side, just illegally put out a fundraising notice saying Trump wants you to contribute to the RNC.","https://twitter.com/realDonaldTrump/status/698546455309611009","1","2016-02-13T16:37:07+0000"
"rnc","did a terrible job of ticket distrbution","Loved the debate last night, and almost everyone said I won, but the RNC did a terrible job of ticket distrbution. All donors &amp; special ints","https://twitter.com/realDonaldTrump/status/698973988891009024","1","2016-02-14T20:55:59+0000"
"rnc","weak","Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad.","https://twitter.com/realDonaldTrump/status/701876939095543808","1","2016-02-22T21:11:17+0000"
"ted-cruz-campaign","the Cruz people are back to doing very sleazy and dishonest 'pushpolls' on me","We are getting reports from many voters that the Cruz people are back to doing very sleazy and dishonest ""pushpolls"" on me. We are watching!","http://twitter.com/realDonaldTrump/status/697882687923752961","1","2016-02-11T20:39:33"
"ted-cruz-campaign","bad!","Make sure you get on the Trump line and are not mislead by the Cruz people. They are bad! BE CAREFUL.","https://twitter.com/realDonaldTrump/status/702312059690622976","1","2016-02-24T02:00:18+0000"
"mort-zuckerman","Dopey","Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!","https://twitter.com/realDonaldTrump/status/697404309814800385","1","2016-02-10T12:58:39+0000"
"mort-zuckerman","has a major inferiority complex","Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!","https://twitter.com/realDonaldTrump/status/697404309814800385","1","2016-02-10T12:58:39+0000"
"mort-zuckerman","dopey","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews","https://twitter.com/realDonaldTrump/status/708390521023008769","1","2016-03-11T20:33:56+0000"
"super-bowl-50","very boring","So far the Super Bowl is very boring - not nearly as exciting as politics - MAKE AMERICA GREAT AGAIN!","https://twitter.com/realDonaldTrump/status/696514666843996160","1","2016-02-08T02:03:31+0000"
"ted-cruz-iowa-speech","rambling, overly flamboyant","Anybody who watched all of Ted Cruz's far too long, rambling, overly flamboyant speech last nite would say that was his Howard Dean moment!","http://twitter.com/realDonaldTrump/status/694611948940443648","1","2016-02-02T20:02:48"
"voters","I don't believe I have been given any credit by the voters for self-funding my campaign","I don't believe I have been given any credit by the voters for self-funding my campaign, the only one. I will keep doing, but not worth it!","http://twitter.com/realDonaldTrump/status/694560681090248704","1","2016-02-02T16:39:05"
"ben-sasse","totally ineffective","The great State of Nebraska can do much better than @BenSasse as your Senator. Saw him on @greta - totally ineffective. Wants paid for pols.","https://twitter.com/realDonaldTrump/status/693239943519453184","1","2016-01-30T01:10:56+0000"
"ben-sasse","looks more like a gym rat than a U.S. Senator",".@BenSasse looks more like a gym rat than a U.S. Senator. How the hell did he ever get elected? @greta","https://twitter.com/realDonaldTrump/status/693241143744696320","1","2016-01-30T01:15:43+0000"
"ben-sasse","how the hell did he ever get elected?",".@BenSasse looks more like a gym rat than a U.S. Senator. How the hell did he ever get elected? @greta","https://twitter.com/realDonaldTrump/status/693241143744696320","1","2016-01-30T01:15:43+0000"
"fox-news-debate","The 'debate' tonight will be a total disaster","The ""debate"" tonight will be a total disaster - low ratings with advertisers and advertising rates dropping like a rock. I hate to see this.","https://twitter.com/realDonaldTrump/status/692698645863518208","1","2016-01-28T13:20:00"
"fox-news-debate","failed, poorly rated","By not doing the failed, poorly rated debate, I was able to make the point of not allowing ""unfairness"" - while raising $6,000,000 for VETS.","https://twitter.com/realDonaldTrump/status/693803936965197824","1","2016-01-31T14:32:03+0000"
"bob-vander-plaats","phony","Why doesn't phony @bobvanderplaats tell his followers all the times he asked for him and his family to stay at my hotels-didn't like paying","http://twitter.com/realDonaldTrump/status/692012875775414273","1","2016-01-26T15:55:01"
"bob-vander-plaats","a bad guy!",".@bobvanderplaats begged me to do an event while asking organizers for $100,000 for himselfâ€”a bad guy!","http://twitter.com/realDonaldTrump/status/692045112872820736","1","2016-01-26T18:03:07"
"bob-vander-plaats","a total phony",".@bobvanderplaats is a total phony and dishonest guy. Asked me for expensive hotel rooms, free (and more). I said pay and he endorsed Cruz!","https://twitter.com/realDonaldTrump/status/693773484984434688","1","2016-01-31T12:31:03+0000"
"bob-vander-plaats","dishonest guy",".@bobvanderplaats is a total phony and dishonest guy. Asked me for expensive hotel rooms, free (and more). I said pay and he endorsed Cruz!","https://twitter.com/realDonaldTrump/status/693773484984434688","1","2016-01-31T12:31:03+0000"
"bob-vander-plaats","asked me for expensive hotel rooms",".@bobvanderplaats is a total phony and dishonest guy. Asked me for expensive hotel rooms, free (and more). I said pay and he endorsed Cruz!","https://twitter.com/realDonaldTrump/status/693773484984434688","1","2016-01-31T12:31:03+0000"
"bob-vander-plaats","phony",".@bobvanderplaats asked me to do an event. The people holding the event called me to say he wanted $100,000 for himself.Phony @foxandfriends","https://twitter.com/realDonaldTrump/status/693774895591763968","1","2016-01-31T12:36:39+0000"
"bob-vander-plaats","a total phony and con man",".@bobvanderplaats is a total phony and con man. When I wouldn't give him free hotel rooms and much more, he endorsed Cruz. @foxandfriends","https://twitter.com/realDonaldTrump/status/693776360750190592","1","2016-01-31T12:42:28+0000"
"common-core","a disaster","I will end common core. It's a disaster.
 https://t.co/d83XYrqZ3m
 #MakeAmericaGreatAgain #Trump2016 https://t.co/r0Sc6zm80I","http://twitter.com/realDonaldTrump/status/692000115800825858","1","2016-01-26T15:04:19"
"brent-bozell","begging for money like a dog",".@BrentBozell, one of the National Review lightweights, came to my office begging for money like a dog. Why doesn't he say that?","https://twitter.com/realDonaldTrump/status/690708660377513984","1","2016-01-23T01:32:32+0000"
"trump-opposition","are totally ineffective & have been for years","Wow! This might be my highest # yet! Thank you to my opposition- you are totally ineffective &amp; have been for years! https://t.co/o1l1XNZvhU","https://twitter.com/realDonaldTrump/status/690585875365756928","1","2016-01-22T17:24:37+0000"
"national-review","failing","National Review is a failing publication that has lost it's way. It's circulation is way down w its influence being at an all time low. Sad!","https://twitter.com/realDonaldTrump/status/690382564494839809","1","2016-01-22T03:56:44+0000"
"national-review","lost it's way","National Review is a failing publication that has lost it's way. It's circulation is way down w its influence being at an all time low. Sad!","https://twitter.com/realDonaldTrump/status/690382564494839809","1","2016-01-22T03:56:44+0000"
"national-review","very few people read","Very few people read the National Review because it only knows how to criticize, but not how to lead.","https://twitter.com/realDonaldTrump/status/690382619213742082","1","2016-01-22T03:56:57+0000"
"national-review","dying","The late, great, William F. Buckley would be ashamed of what had happened to his prize, the dying National Review!","https://twitter.com/realDonaldTrump/status/690382722162913280","1","2016-01-22T03:57:22+0000"
"national-review","failing","The failing @NRO National Review Magazine has just been informed by the Republican National Committee that they cannot participate in debate","https://twitter.com/realDonaldTrump/status/690540484154896384","1","2016-01-22T14:24:15+0000"
"national-review","dying","The dying @NRO National Review has totally given up the fight against Barrack Obama. They have been losing for years. I will beat Hillary!","https://twitter.com/realDonaldTrump/status/690636948864512000","1","2016-01-22T20:47:34+0000"
"national-review","losing for years","The dying @NRO National Review has totally given up the fight against Barrack Obama. They have been losing for years. I will beat Hillary!","https://twitter.com/realDonaldTrump/status/690636948864512000","1","2016-01-22T20:47:34+0000"
